CustomerId,ComplaintNumber,Complaint
2403-BCASL,1,"The internet service has been extremely unreliable despite paying a premium for fiber optic. Frequent outages and slow speeds have disrupted my work and entertainment, and I feel like I'm not getting the service I'm paying for."
7330-WZLNC,1,"The streaming TV service constantly buffers and interrupts my viewing experience, making it impossible to watch anything without frustration. Despite paying a high monthly charge, the issue has not been resolved."
8513-OLYGY,2,The monthly charges seem excessively high compared to what other providers offer for similar services. I’d like a review of my billing to ensure I’m not being overcharged.
3766-EJLFL,3,"Despite having tech support included in my plan, it often takes a long time to get a response or resolution when I reach out for help with service issues."
4713-LZDRV,3,I noticed that my bill seems unusually high considering the limited services I use. Can you please provide a detailed explanation or review these charges?
9158-VCTQB,1,"My monthly bill has been increasing significantly without any clear explanation. Despite being a loyal customer for over three years, I feel like I am being overcharged for services. I would like a detailed breakdown of my charges and an explanation for the high costs."
8058-INTPH,3,"I feel the monthly charges are too high for the limited services I’m receiving, especially since most of the add-ons like online security and tech support aren’t included."
1834-ABKHQ,1,"I've been a loyal customer for over four years, but I'm frustrated that I don't have access to better internet security options with my DSL service. It's concerning that my online activity isn't adequately protected, and I'd like to know if there are plans to offer more robust security features."
8063-RJYNF,1,"The streaming services for TV and movies are constantly buffering despite having fiber optic internet, which I expected to be fast and reliable. It’s frustrating to pay such a high monthly charge for subpar performance."
9415-ZNBSX,3,"The automatic bank transfer process for my bill payments has had errors twice now, leading to late fees and unnecessary stress. This needs to be resolved immediately."
6689-KXGBO,3,I’m frustrated that I was required to pay the full amount for the first month despite the poor service and lack of resolution. I would like a refund or adjustment to my charges.
0823-HSCDJ,4,"Despite being a loyal customer for over four years, I feel like I haven’t been offered any incentives or benefits to stay, which is disappointing and one of the reasons I decided to leave."
3494-JCHRQ,3,"The monthly charge is too high for the limited services I receive, especially considering that I don't even have access to features like online security or backup."
3877-JRJIP,2,"I contacted customer support about the buffering issue, but I was told to troubleshoot it myself without receiving any real help. This lack of support is unacceptable."
6692-UDPJC,1,"The internet service has been extremely unreliable, with frequent outages and slow speeds, even though I’m paying a premium for fiber optic. This has been a recurring issue, and despite having tech support, no lasting solution has been provided."
4016-BJKTZ,1,"The internet service has been extremely unreliable with frequent outages, which is unacceptable for the high monthly charges I'm paying. Despite having tech support included, the resolution time for these issues has been very slow."
6615-ZGEDR,1,"I am frustrated that even though I only signed up for phone service, the call quality has been poor with frequent dropped calls and static. This is unacceptable, especially as a new customer."
7083-YNSKY,1,"I've been experiencing frequent disruptions with my phone service, including dropped calls and poor call quality. Despite paying for multiple lines, the service has not met my expectations. I would like this issue resolved immediately."
1320-HTRDR,5,"I am frustrated with the lack of effort to retain me as a customer, and this is why I decided to leave. No loyalty discounts or incentives were offered to address my concerns."
0628-CNQRM,1,"The internet speeds on my DSL connection have been consistently below what was promised, and this has made streaming TV nearly impossible without constant buffering. Despite paying a premium for additional services like tech support and device protection, I haven't seen any resolution to this issue."
5569-KGJHX,4,My monthly charges feel excessively high given the poor quality of service I have been experiencing. I would like a review of my account and billing.
3164-AALRN,3,"I tried to contact customer support about these issues, but I was put on hold for an extended period and never received proper assistance."
1383-EZRWL,3,"Despite my efforts to resolve these issues, there seems to be no improvement in service, which ultimately led to my decision to cancel."
3424-NMNBO,2,"When I reached out for help regarding the streaming issues, I was told that tech support is not included in my plan. Given how long I've been a customer and the amount I pay monthly, this lack of support is unacceptable."
2070-FNEXE,2,"When I reached out to customer support for assistance with the internet issues, I was told there was nothing they could do immediately. The lack of timely support has been very disappointing."
4547-KQRTM,2,"The customer support team has been unhelpful in resolving my internet issues. Every time I contact them, I am either put on hold for too long or given generic advice that doesn't fix the problem."
2026-TGDHM,1,"The streaming movies service often buffers and crashes, making it impossible to enjoy a movie. Despite paying a high monthly fee, the service doesn't meet my expectations."
3398-FSHON,3,"I find the monthly charges of $91.3 to be excessive, especially since I don't have Online Security or Tech Support. I don't feel like I'm getting value for the money I'm paying."
8182-PNAGI,1,"The tech support service I signed up for has been unhelpful in resolving my ongoing internet connectivity issues. Despite multiple calls, the problem persists, and I feel like I'm not getting the assistance I'm paying for."
0419-YAAPX,1,"The streaming TV service frequently buffers and the picture quality often drops during peak hours, which is very frustrating considering the high monthly charges I am paying."
0014-BMAQU,3,"Given my long tenure as a customer, I feel disappointed that these recurring issues have not been resolved, especially considering the high monthly charges I am paying."
5256-SKJGO,1,"The streaming services I signed up for, including TV and movies, often buffer and take too long to load, which is very frustrating considering the length of time I've been a loyal customer."
6661-HBGWL,5,"Despite being a loyal customer for 42 months, I feel like my concerns are not being prioritized. The lack of support and poor service quality have made me decide to leave."
8512-WIWYV,5,"I recently had difficulty reaching customer support for a question about my bill, and the process was unnecessarily time-consuming."
3005-NFMTA,5,"Despite these ongoing problems, my monthly bill remains high at $98.8, and I feel like I'm not getting the value for the services I'm paying for."
1113-IUJYX,1,"The fiber optic internet service has been consistently unreliable, with frequent outages and slow speeds, making it difficult to stream TV and movies or work online effectively. Despite having tech support, the issue has not been resolved even after multiple calls."
0020-JDNXP,1,"The streaming services I signed up for frequently buffer or fail to load altogether, even though I have a stable DSL connection. This is frustrating, especially since I'm paying for these features. Please address this issue immediately."
6179-GJPSO,5,"I was not informed about any discounts or promotions available for long-term customers. After 43 months with your company, I expected to be rewarded for my loyalty, not ignored."
1143-NMNQJ,2,"When I called customer service to report the streaming issue, I was put on hold for an unreasonable amount of time and never got a resolution. This level of service is unacceptable."
3915-ODIYG,5,"The lack of device protection is concerning, and I would appreciate it if you could offer a more comprehensive package for long-term customers like me."
3378-AJRAO,5,"Despite being a long-term customer, I feel that there are no loyalty rewards or better offers provided to me. I would like to know why newer customers seem to get better deals."
5494-HECPR,4,The monthly charges are too high for the quality of service I am receiving. I feel like I am not getting my money's worth.
1304-NECVQ,1,"The internet service is too expensive for the quality provided. Despite paying a high monthly fee, I haven't received any assistance with security features or support when I've needed help."
4909-JOUPP,1,The internet speed has been consistently slow despite paying for fiber optic service. This is unacceptable for the high monthly charges I am paying. Please address this issue immediately.
0930-EHUZA,4,"I opted for mailed checks as a payment method, but my recent payment was delayed in being processed, causing unnecessary worry about potential service disruption."
2984-MIIZL,1,"The internet service has been extremely unreliable, with frequent outages and slow speeds, despite paying a high monthly fee. I’ve contacted support multiple times, but the issue remains unresolved."
9450-TRJUU,1,"The streaming TV service frequently buffers and interrupts while I'm trying to watch shows, despite having fiber optic internet. This has been very frustrating and needs immediate attention."
6996-KNSML,2,"When I called to report the issue, customer support was unhelpful and offered no solutions, which has been very frustrating."
6664-FPDAC,5,"I am deeply disappointed with the overall service, which is why I have decided to cancel my contract despite being a loyal customer for 56 months."
1989-PRJHP,3,"Despite the poor service and lack of resolution to my issues, I was still charged the full amount this month, which feels unfair given the circumstances."
7825-GKXMW,2,"I had requested assistance from your customer support about the internet issues, but I haven’t received any helpful response or solution so far. This level of service is very frustrating."
3239-TPHPZ,1,"I am frustrated with the lack of internet service options in my plan. I expected a more comprehensive package when signing up for a two-year contract, but I am limited to phone service only. I would like to know if there are any upgrades or alternatives available."
2626-URJFX,3,"I find the monthly charges too high for the limited services I have, especially since I don't even have streaming or tech support options. This is one of the reasons I decided to cancel."
4430-UZIPO,5,The month-to-month billing cycle is frustrating because I feel like I'm overpaying for subpar service every month.
5380-XPJNZ,1,"I'm frustrated with the lack of flexibility in upgrading or changing my services. As someone who only has phone service, I'd like to explore other options, but the process seems overly complicated and restrictive."
6356-ELRKD,2,"I tried reaching out to customer support for assistance with the streaming issues, but I was put on hold for an extended period, and the representative was unable to resolve my problem."
5196-SGOAK,4,The monthly charges are too high for the limited services I'm receiving. I feel like I'm overpaying for something that doesn’t work properly.
1891-UAWWU,3,"Despite my complaints about the internet issues, my monthly charges remain high, and I feel like I'm not getting the value for what I'm paying."
0623-EJQEG,3,The monthly charges are too high compared to similar services elsewhere. I would like to know why my bill is this expensive despite not using all available features.
3685-YLCMQ,3,I was charged an unexpectedly high amount in my final bill despite having ended my contract. I need clarification on these charges and a refund for any overpayments.
2933-FILNV,1,"The internet speed with my DSL service has been extremely slow and unreliable, making it difficult to complete tasks online. Despite being a new customer, I am already frustrated with the service quality."
2045-BMBTJ,1,"The streaming services I subscribed to often experience buffering issues, especially during peak hours, which makes it frustrating to watch TV or movies. I expect a more reliable experience given the cost of my monthly charges."
2320-JRSDE,4,"I am frustrated with being charged for a service that has not met expectations, and I want a refund for the month."
8065-BVEPF,4,"The lack of Tech Support as part of my service plan is disappointing, especially when I encounter technical difficulties and have no one to turn to for help."
4398-HSCJH,4,My monthly charges are too high for the quality of service I'm receiving. I feel like I'm overpaying for subpar performance.
0816-TSPHQ,5,"I feel that the services offered to me are limited, and I would like to know why internet service is not available in my area."
7435-ZNUYY,2,I don’t understand why my bill is so high when I don’t even have internet service. I feel like I’m being overcharged for the services I’m using.
0310-SUCIN,2,"Despite having a comprehensive package with OnlineSecurity, OnlineBackup, and DeviceProtection, I recently experienced a security breach on my internet connection, and I am extremely dissatisfied with how this was handled."
8414-OOEEL,3,I've noticed that my monthly charges have steadily increased over time without any clear explanation. I need a breakdown of these charges and why they keep rising.
3729-OWRVL,3,"I find the electronic check payment method inconvenient, and I would like to have more flexible payment options available."
2777-PHDEI,3,"The monthly charges are too high for the limited services I receive, especially since none of the add-ons like tech support or device protection are included."
3606-TWKGI,3,"When I tried reaching out to customer support regarding my internet issues, I received no meaningful assistance, which was very frustrating."
7786-WBJYI,4,"Despite my repeated complaints, no action has been taken to address my internet issues, and I feel forced to cancel my service because of the poor experience."
6946-LMSQS,1,"The streaming movies service frequently buffers and crashes, making it nearly impossible to enjoy any content. Despite paying a high monthly charge, the service quality is extremely disappointing."
7065-YUNRY,1,"I am extremely frustrated with the internet service. The speeds are much slower than what was advertised, and I am unable to complete basic tasks online. Despite being a new customer, this has been a very disappointing experience."
0742-MOABM,1,"I am frustrated with the lack of online security options despite being charged a considerable monthly fee for my internet service. This has left my devices vulnerable, and I expected better protection as part of the package."
7633-MVPUY,2,I've noticed that my monthly charges keep creeping up despite no changes to my services. I'd like to understand why this is happening and request a review of my bill.
7854-EKTJL,1,"I am extremely frustrated with how confusing your billing system is. I canceled my service, but I still see charges on my account that I cannot explain. Please clarify why these charges are appearing and resolve this issue immediately."
5130-IEKQT,2,"I tried reaching out for assistance regarding the internet issues, but the lack of tech support has left me without any resolution. Paying over $100 a month without proper service feels unacceptable."
1907-UBQFC,2,"The customer support team has been unhelpful in addressing my issues, leaving me with no choice but to cancel my service."
3144-AUDBS,1,"I'm unhappy with the lack of online security features despite paying for internet service. My data feels vulnerable, and I expected better protection from your company."
8660-BUETV,2,"I have tried to reach customer support for assistance with the internet speed problem, but the wait times are excessively long, and I still haven't received any helpful resolution."
0640-YJTPY,1,"I have been a loyal customer for years, but my monthly charges remain the same despite not using internet services. Why am I not being offered a discount or loyalty benefits for my long tenure?"
0515-YPMCW,1,"The internet service is extremely unreliable, and the connection speed is much slower than expected for fiber optic. This has made it very difficult to manage tasks that require consistent internet access."
1009-IRMNA,4,"After canceling my service, I am disappointed that I was not offered any incentives or solutions to retain me as a customer."
9571-EDEBV,1,"The streaming services I've signed up for frequently buffer and have poor video quality, even though I'm paying for a fiber optic connection. This has been a consistent issue that needs immediate attention."
7479-NITWS,1,"The streaming TV service frequently buffers and crashes during shows, making it impossible to enjoy the content I'm paying for. Despite the high monthly charges, the quality of service is unacceptable."
8819-ZBYNA,2,"I contacted tech support about the streaming issue, but the solution they provided didn't work, and I haven't received any follow-up assistance."
3956-MGXOG,3,Customer support is difficult to reach and unhelpful when I try to address the issues with my streaming service. I need better assistance to resolve these problems.
2990-HWIML,1,"The streaming services I signed up for frequently buffer or stop working altogether, making it impossible to enjoy TV shows and movies. Despite paying a high monthly fee, I feel like I'm not getting the service I was promised."
4633-MKHYU,3,"Despite these issues, my monthly charges remain high, and I don't feel like I'm getting value for the price I'm paying. I would like to discuss options for compensation or a discount."
3913-FCUUW,1,"I recently noticed that despite having a long-term contract and all security features enabled, my internet speeds have been inconsistent, especially during peak hours. This is very frustrating as it affects my ability to work and manage tasks at home."
4623-ZKHLY,1,"I am dissatisfied with the lack of internet service options available to me. As a long-term customer, I would expect more flexibility to add internet services that meet my needs."
5038-ETMLM,2,"I recently tried contacting tech support about my streaming issue, but the response time was extremely slow and the solution provided did not resolve the problem. I expect better service given my long-term loyalty and the two-year contract."
0939-YAPAF,2,"I contacted customer support about the streaming issues, but they were unable to resolve the problem and seemed unhelpful. I'm frustrated that I pay over $100 per month for such poor service."
9367-WXLCH,3,"The monthly charges are quite high for the quality of service I'm receiving, especially with no additional features like online security or device protection. I feel like I'm not getting value for my money."
8277-RVRSV,3,The monthly charges seem high for the limited services I am receiving. I would like an explanation of the charges and better value for my money.
6164-HAQTX,5,"I prefer paper billing, yet the payment process through bank transfer has been confusing and inconsistent. I would like clearer communication regarding my payments."
9068-VPWQQ,2,"Despite having tech support included, it takes too long to get assistance when I encounter issues. The wait times are excessive, and I expect faster responses for a loyal customer of over 5 years."
9397-TZSHA,1,"I've been a loyal customer for years, but recently I've noticed that my phone service quality has been degrading, with frequent call drops and poor voice quality. I expect better service given my long-standing contract."
5605-XNWEN,3,"I tried to update some account details recently, and the process was overly complicated and time-consuming. Please streamline your customer service processes."
2223-GDSHL,1,"Despite being a loyal customer for nearly six years and paying a premium for all available services, I'm experiencing frequent buffering issues while streaming TV and movies. This is unacceptable given the high cost of my plan, and I expect this to be resolved immediately."
1376-HHBDV,2,"I’ve been a loyal customer for 30 months, yet I haven’t received any incentives or discounts for my continued service. I find this disappointing and would like to know if there are any loyalty rewards available."
8443-WVPSS,1,"The internet service has been extremely unreliable, especially during streaming, with frequent buffering and interruptions. Despite having tech support, the issue has not been resolved after repeated calls, which is very frustrating."
8901-HJXTF,1,"The lack of online security for my internet service has left me feeling exposed to potential threats. Despite being a loyal customer for a year, no support or solutions were offered to address this concern, which is why I ultimately decided to leave."
2180-DXNEG,5,"I decided to cancel my subscription, but the process was unnecessarily complicated, and I wasn't given clear information about final charges."
8327-LZKAS,4,"I was charged an early termination fee despite poor service being the reason I had to cancel my contract. This is completely unfair, and I demand a refund."
3871-IKPYH,3,"I feel like the monthly charges are too high for the limited services I’m receiving, especially since I don’t have any additional features like online security or tech support."
1481-ZUWZA,2,"Despite having online security and backup services, I faced a data breach recently, which has left me very concerned about the reliability of these features. I need immediate assistance and clarification on this matter."
2057-BOYKM,1,"I've been a loyal customer for years, but my monthly charges seem excessively high compared to what I use. I don't even have streaming TV or movies, so I don't understand why the bill is almost $100 every month. Can someone review my account and provide clarification or adjust the charges?"
8931-GJJIQ,1,"The streaming movies service has constant buffering issues and poor quality, which ruins my viewing experience. Despite paying a high monthly charge, the service doesn't meet expectations."
6168-WFVVF,1,"The internet service is too expensive for the limited features I am receiving. I don’t have any additional services like online security, backup, or tech support, yet my monthly bill is still very high. This is not acceptable."
9750-BOOHV,2,"I’ve noticed that the billing process is cumbersome and inconvenient. Since I don’t use paperless billing, I would like clearer communication about my payment deadlines to avoid unnecessary stress."
6982-SSHFK,3,"I feel forced to cancel my service because of the poor internet quality and lack of support, despite only being a customer for a month."
2739-CACDQ,3,"The monthly charges for my services seem too high, especially considering that I don’t use streaming services or advanced features like online security. I’d like a detailed breakdown of these charges."
9835-ZIITK,1,"The internet service has been extremely inconsistent, especially during peak hours, making it difficult to stream TV or movies without interruptions. Despite having tech support included in my plan, the issue has not been resolved after multiple calls."
8008-HAWED,5,"The electronic check payment method has been unreliable, and I've noticed delays in processing my bills, causing unnecessary stress."
5447-VYTKW,3,"The monthly charges seem high for the limited services I’m using. I don’t have streaming or multiple lines, so I’m not sure why the cost is this steep."
7596-ZYWBB,2,"Despite having tech support and online security as part of my plan, it takes a long time to get assistance when I face technical issues. The response times need to improve significantly."
0003-MKNFE,3,The lack of tech support has been frustrating when I've tried to resolve issues with my DSL connection. I would appreciate more accessible customer assistance.
8871-JLMHM,2,"I'm paying a high monthly charge for services I don't fully use, like multiple lines and device protection. I’d like to review my plan and see if I can adjust it to better suit my needs."
2040-VZIKE,1,"The streaming services I pay for, both TV and movies, frequently buffer or fail to load altogether. This has been an ongoing issue despite my high monthly charges, and I'm frustrated that it's not being resolved."
4250-FDVOU,1,"My internet service has been inconsistent, causing disruptions to my work and daily activities. Despite having online security and backup, I still face issues that aren't being resolved effectively."
9170-GYZJC,3,I noticed my monthly charges have been steadily increasing without any clear explanation. I need a detailed breakdown of the charges and a resolution for any overbilling.
8680-CGLTP,1,"I am frustrated with the inconsistent DSL internet speeds despite having online security and tech support services. I expect reliable service, especially given my long tenure as a customer. Please address this issue immediately."
6178-KFNHS,1,"The internet service has been unreliable despite having fiber optic. Frequent outages and inconsistent speeds have made it difficult for me to complete tasks, and it’s frustrating that no resolution has been provided even after multiple attempts to contact support."
8626-PTQGE,1,"The streaming services I pay for often buffer or fail to load properly, especially during peak hours. This has been an ongoing issue despite having a long-term contract, and I expect a resolution or compensation for the inconvenience."
4328-VUFWD,1,"I have been experiencing frequent buffering and interruptions while streaming movies even though I am paying for this service. This has been very frustrating, and I expect a resolution soon."
9837-BMCLM,4,"Despite the poor service, I was charged the full amount this month, which feels unfair given the ongoing problems."
1670-SVOWZ,3,"Despite canceling my service, I was charged for an additional month, and I need this unauthorized charge refunded immediately."
0519-XUZJU,2,"When I reached out to customer support for help with the internet issue, I was told that tech support isn't included in my plan. This is frustrating because I feel like I'm paying too much for such poor service and no assistance."
8701-DGLVH,1,"I am frustrated with the lack of flexibility in my plan. I only have phone service, yet I am locked into a two-year contract with no option to easily add internet services if I decide to in the future."
4086-YQSNZ,2,"I have no online security or tech support included, yet I'm paying a high monthly charge. I feel like I'm not getting value for the money I'm spending."
5609-CEBID,2,"I have contacted customer support multiple times about the internet issues, but no resolution has been provided. Additionally, the monthly charges seem excessively high for the inconsistent service I’ve been receiving."
9058-CBREO,1,"The internet service has been extremely slow and unreliable since I signed up. As a senior citizen, I rely on stable internet for essential tasks, and this level of service is unacceptable."
2472-OVKUP,2,"I tried reaching out to customer support about my streaming and internet issues, but I was told there’s no tech support included in my plan. This lack of assistance is frustrating, especially given the high monthly charges."
4822-YCXMX,1,"The streaming movies service constantly buffers and takes too long to load, making it impossible to enjoy. Despite paying a high monthly charge, the quality of service is very disappointing."
9248-OJYKK,3,"I feel like the monthly charges are too high for the limited services I’m receiving, especially since I don’t even have online security or backup included."
4872-VXRIL,3,The customer support wait times are too long whenever I call for assistance. I would appreciate faster support for loyal customers like myself.
6857-VWJDT,1,"The streaming services for both TV and movies are constantly buffering despite having fiber optic internet. This is extremely frustrating, especially considering the high monthly charges I’m paying."
5520-FVEWJ,1,"The internet service has been highly unreliable, with frequent outages and slow speeds despite paying a premium for fiber optic. This has caused significant disruptions to my family's daily activities, and no resolution has been provided despite multiple attempts to contact support."
9710-ZUSHQ,3,"Despite my complaints, I was still charged the full monthly amount, which feels unfair given the poor service quality I've been experiencing."
5089-IFSDP,2,The monthly charges are too high considering the persistent service interruptions and lack of support. I feel like I'm not getting value for the amount I'm paying.
9259-PACGQ,4,"I specifically chose not to use paperless billing, but I’ve had issues receiving my paper bills on time, which has caused delays in payment."
0415-MOSGF,3,"I don't feel like I'm getting value for the monthly charges I’m paying, especially since I’m not using any additional services like streaming or tech support."
9820-RMCQV,1,"I am extremely frustrated with the frequent disruptions in my DSL internet service. Despite having online security, I often face slow speeds and intermittent connectivity issues, which make it impossible to use the internet effectively."
0702-PGIBZ,1,"The streaming services I signed up for frequently buffer and lag, making it impossible to enjoy TV shows or movies. Despite paying over $100 monthly, the quality of service is unacceptable, and I have not received adequate support to resolve this issue."
3717-OEAUQ,3,The process of mailing checks every month feels outdated and inconvenient; I would prefer more modern payment options.
6235-VDHOM,1,"The internet service has been extremely slow and unreliable since I started using it. Despite paying for DSL, the speeds are far below expectations, and it has made it difficult to get anything done online."
2684-EIWEO,2,"When I reached out to customer support to address the internet problems, I was informed that tech support isn't included in my plan. I feel frustrated having to pay extra for a resolution to an ongoing issue."
2372-HWUHI,5,"The process of canceling my account has been unnecessarily complicated and time-consuming, adding to my dissatisfaction."
5760-IFJOZ,2,"I contacted customer support about the streaming issue, but they were unhelpful and did not provide any solutions. I'm frustrated with the lack of support."
3070-DVEYC,1,"The internet service has been extremely unreliable, with constant disruptions and slow speeds. Despite paying a premium for fiber optic, I have not received the quality of service expected, which has caused significant inconvenience."
4636-QRJKY,3,"Despite the unresolved internet issues, my monthly bill remains high, and I find it unacceptable to pay for a service that isn't meeting expectations."
6204-IEUXJ,2,"The monthly charges are too high for the limited services I receive. I expected better value for the price, especially considering I do not use streaming services or online backup."
2729-VNVAP,2,The customer support team seems unresponsive to my complaints about phone service. I expect better assistance given my loyalty as a long-term customer.
1875-QIVME,5,"I was promised device protection, but when I filed a claim for a damaged device, I was told it wasn't covered. This feels misleading and dishonest."
2384-OVPSA,1,"I am frustrated with the outdated payment process. As a senior citizen, I would prefer more modern payment options like electronic payments instead of having to mail checks every month."
8000-REIQB,5,"After just one month of service, I’ve decided to leave because of the poor service and lack of support, but the process for canceling my account has been confusing and time-consuming."
8713-IGZSO,5,I'm dissatisfied with the lack of clarity in my billing statement. I shouldn't have to spend so much time trying to understand what I'm being charged for.
1449-XQEMT,1,"I am frustrated that I am paying for phone service, but the quality of the calls is poor, with frequent drops and static. This has made it extremely difficult to rely on my phone for important communication."
2037-SGXHH,1,"The internet service has been extremely unreliable, with frequent outages and slow speeds, despite paying a high monthly fee for fiber optic. This has disrupted my ability to use streaming TV and other online services effectively."
0439-IFYUN,1,"The internet service is too expensive for the limited features I use. I don't have Online Security, Tech Support, or Streaming options, yet I am paying a high monthly charge. This doesn't seem fair, and I would like a review of my plan."
1841-YSJGV,1,"The fiber optic internet service has been experiencing frequent outages lately, making it difficult to stream TV and movies smoothly despite paying a premium for these services. I expect a resolution to this issue promptly."
6469-QJKZW,1,"I am unhappy with the limited service options available to me as I do not have internet service, which makes it difficult to enjoy additional features like streaming or online security. I would like to understand why these services are not being offered in my area."
9220-ZNKJI,3,"I attempted to get help from your tech support regarding my internet speed, but I had to wait on hold for over 30 minutes, and the resolution provided did not fix the issue."
1470-PSXNM,1,"The internet service has been very inconsistent lately, especially with streaming TV. Despite having fiber optic internet, we experience buffering and interruptions, which is frustrating given the high monthly charges."
9585-KKMFD,1,I am unhappy with the lack of internet service options available to me despite being a long-term customer. It feels like I'm not receiving the full value for what I'm paying.
5130-YPIRV,4,"Despite having online security and device protection, I recently experienced a phishing attempt, which raises concerns about the effectiveness of these services."
1428-GTBJJ,1,"The internet service has been extremely unreliable, with frequent outages and poor performance. Despite paying a high monthly fee, I haven't received the quality of service expected, and no assistance has been provided to resolve the issue."
2195-ZRVAX,4,"The streaming movies service has buffering issues constantly, and the quality drops frequently even though I’m paying for high-speed fiber optic internet."
0196-VULGZ,1,"The streaming movies service constantly buffers and the quality is poor, even though I am paying for a premium fiber optic internet connection. This has been very frustrating, and I would like this issue resolved immediately."
4488-PSYCG,1,"I am extremely disappointed with the phone service quality. Calls frequently drop or have poor audio quality, making it difficult to communicate effectively. Despite being a loyal customer for over a year, the problem persists with no resolution."
9445-SZLCH,3,"I was charged the full monthly fee despite the ongoing issues with my internet service, and I would like a refund for the inconvenience."
1322-AGOQM,3,"I feel that the monthly charges are too high for the limited services I am receiving, especially since I don't have phone service or streaming options."
1213-NGCUN,4,"I am frustrated that there is no flexibility or improvement in service quality, especially considering I am on a month-to-month contract and expected better customer care."
3521-SYVOR,3,"The monthly charges seem high for the limited services I have, especially considering the ongoing issues with streaming and lack of tech support."
1410-RSCMR,4,"Even though I have device protection, my modem malfunctioned recently, and I had to pay out of pocket to replace it. I need an explanation as to why this wasn’t covered."
2720-WGKHP,1,"The streaming services I signed up for frequently buffer and lag, making it impossible to enjoy TV shows or movies. Despite paying a high monthly charge, the issue remains unresolved and has pushed me to consider canceling my service."
8722-NGNBH,1,"I've been experiencing frequent disruptions with my DSL internet service, which has made it difficult for me to stay connected. Despite having tech support, the issue has not been resolved, and it's frustrating to pay for a service that isn't reliable."
6017-PPLPX,3,"Customer support was unhelpful when I reached out to resolve the internet issues, leaving me with no choice but to cancel my service."
1583-IHQZE,4,"Despite my frustrations and unresolved issues, my bill remains extremely high, and I feel like I am not getting value for the money I am paying."
0547-HURJB,5,I feel that there are no clear benefits or incentives for staying on a month-to-month contract. Perhaps a better loyalty plan could be introduced for long-term customers.
9534-NSXEM,2,"Despite not having internet service, I feel my monthly charges are high compared to the limited services I receive. I would like a review of my billing to ensure it reflects only what I use."
5919-TMRGD,1,"The streaming TV service I signed up for has been buffering constantly and is nearly unwatchable. I expected better quality, especially given the high monthly charges. Please address this issue immediately."
6656-GULJQ,3,"Although I have tech support included in my plan, it takes an unreasonable amount of time to get through to a representative, and the support provided has not resolved my ongoing issues."
4464-JCOLN,1,"I am very dissatisfied with being locked into a one-year contract despite the limited services I can use. I don’t even have internet service, yet I feel like I’m paying for nothing substantial."
4529-CKBCL,5,I find the electronic check payment process inconvenient and would prefer more flexible options for payment.
3733-ZEECP,4,"I feel like I’m being charged too much for the limited services I’m receiving. There are no streaming options or additional features included, yet my monthly charges seem high."
7103-IPXPJ,2,"I contacted tech support about the streaming issues, but the solutions provided have not resolved the problem. I feel like I'm not getting the service I'm paying for."
3329-WDIOK,3,"The monthly charges are too high for the unreliable service I'm receiving, especially since I don't even have phone service. I feel like I'm being overcharged."
2665-NPTGL,3,"Despite paying nearly $100 a month, I'm not receiving online security or backup services, which feels like poor value for the price. I expect more comprehensive coverage for this cost."
5044-XDPYX,1,"I’ve been with your service for over four years, and despite being a loyal customer, I feel there’s been no effort to provide additional benefits or discounts for long-term customers like me. It’s frustrating to see promotions for new customers while existing ones are overlooked."
5153-RTHKF,5,"The monthly charges are quite high for the limited services I receive, and I feel like I’m not getting value for my money."
9776-OJUZI,2,"I have been a loyal customer for over five years, yet I feel neglected as there is no access to tech support. I expect better assistance for such high monthly charges."
2962-XPMCQ,4,The process of canceling my service has been unnecessarily complicated and frustrating. I expected a more straightforward experience.
2894-QOJRX,1,"The streaming TV service constantly buffers and has poor quality, making it almost unusable. I have tried troubleshooting but the issue remains unresolved, and I am very dissatisfied with the lack of support."
7228-OMTPN,4,"Despite my ongoing complaints about the poor service, my bill remains high, and I don't feel I am getting value for the amount I am paying."
5271-YNWVR,1,"I've been a loyal customer for years, but the constant price hikes in my monthly bill, despite having a long-term contract, are unacceptable. I feel like I'm being penalized for staying with your service."
8710-YGLWG,1,"I am frustrated with the lack of online security options with my DSL internet service. I feel vulnerable to potential threats, and there doesn't seem to be an easy way to add this service to my account."
0334-GDDSO,5,"I feel like there’s no loyalty incentive for long-term customers, and the lack of support and high charges are forcing me to consider leaving."
7359-PTSXY,1,"The internet service has been extremely slow and unreliable since the beginning, making it impossible to perform even basic tasks. Despite paying for the service, I feel like I'm not getting what I was promised."
1432-FPAXX,1,"The internet speed is extremely slow, making it difficult to complete basic tasks online. Despite being a loyal customer for over two years, I haven't seen any improvement in service quality, which is very disappointing."
2578-JQPHZ,5,"I am unhappy with the lack of online security options included in my plan, especially for the price I am paying."
9206-GVPEQ,5,"I’ve been trying to cancel my service due to ongoing issues, but the process has been unnecessarily complicated and time-consuming."
1038-ZAGBI,2,I don't understand why my monthly charges remain so high when I only have phone service. I would like an explanation or adjustment to my billing.
9391-TTOYH,3,"I mailed my payment as usual, but my account was still marked as overdue. This is very inconvenient and needs to be resolved immediately."
5515-IDEJJ,2,"Despite signing up for phone service, I've encountered issues with call quality, such as dropped calls and static interference. This is unacceptable, especially as I'm paying for reliable service."
2277-VWCNI,1,"The DSL internet service has been extremely slow and unreliable, making it difficult to complete even basic tasks online. As a senior citizen, I rely on stable internet for essential activities, and this level of service is unacceptable."
