CustomerId,Complaint,ComplaintNumber,ProcessedComplaint,ComplaintLength,Sentiment,KeyVerbsCount,KeyNounsCount,KeyAdjectivesCount
1977-STDKI,"Despite my issues, my monthly bill of $73 feels excessive for the limited services I'm receiving. I don't feel like I'm getting my money's worth.",3,despite issues monthly bill feels excessive limited services receiving feel like getting money worth,145,-0.007142857142857136,1,2,1
3173-NVMPX,"The internet speed has been much slower than expected for a DSL connection, making it difficult to complete online tasks efficiently. This has been a recurring issue that needs urgent resolution.",1,internet speed much slower expected dsl connection making difficult complete online tasks efficiently recurring issue needs urgent resolution,195,-0.07500000000000001,1,2,2
3173-NVMPX,"I signed up for Online Backup, but I have concerns about its reliability. Some of my files seem to be missing or not properly backed up.",2,signed online backup concerns reliability files seem missing properly backed,136,-0.1,0,0,0
3173-NVMPX,"Whenever I try reaching out for assistance with my internet or backup issues, the lack of Tech Support as part of my service package has left me feeling stranded.",3,whenever try reaching assistance internet backup issues lack tech support part service package left feeling stranded,162,0.0,0,4,2
3173-NVMPX,"Considering the monthly charges I am paying, I feel the value of the services provided is not up to the mark. I would appreciate better service or a reduction in charges.",4,considering monthly charges paying feel value services provided mark would appreciate better service reduction charges,170,0.5,1,4,2
4355-HBJHH,"The streaming services for TV and movies frequently buffer and crash, making it impossible to enjoy content. Despite having a stable internet connection, this issue has persisted for months.",1,streaming services tv movies frequently buffer crash making impossible enjoy content despite stable internet connection issue persisted months,190,-0.055555555555555546,2,5,1
4355-HBJHH,"I have been charged a high monthly fee of $79.70, but the quality of service, particularly the streaming and internet speed, does not match the cost. It feels like I am overpaying for subpar services.",2,charged high monthly fee quality service particularly streaming internet speed match cost feels like overpaying subpar services,200,0.16333333333333333,2,3,3
4355-HBJHH,"I contacted customer support about the streaming issues, but they were unhelpful and did not provide a resolution. I feel frustrated with the lack of assistance.",3,contacted customer support streaming issues unhelpful provide resolution feel frustrated lack assistance,161,-0.7,1,3,0
4355-HBJHH,"The payment system using electronic checks has caused delays and errors in processing my payments, leading to unnecessary stress and confusion. This needs to be addressed immediately.",4,payment system using electronic checks caused delays errors processing payments leading unnecessary stress confusion needs addressed immediately,183,-0.4,0,0,0
4765-OXPPD,"The DSL internet service has been extremely slow and inconsistent, making it difficult to complete important tasks for my family. Despite having OnlineSecurity and TechSupport, I haven't seen any improvements.",1,dsl internet service extremely slow inconsistent making difficult complete important tasks family despite onlinesecurity techsupport seen improvements,209,-0.07500000000000001,1,2,2
4765-OXPPD,"I have repeatedly contacted customer service about the internet issues, but the responses have been unhelpful and no lasting solution has been provided.",2,repeatedly contacted customer service internet issues responses unhelpful lasting solution provided,152,0.0,0,4,1
4765-OXPPD,The monthly charges of $65.00 feel excessive considering the poor quality of the internet service and lack of resolution to my complaints.,3,monthly charges feel excessive considering poor quality internet service lack resolution complaints,138,-0.325,0,3,3
7851-WZEKY,"The streaming services for TV and movies often buffer or freeze during playback, which ruins my viewing experience. I've already tried troubleshooting on my end, but the issue persists.",1,streaming services tv movies often buffer freeze playback ruins viewing experience already tried troubleshooting end issue persists,185,-0.15,1,4,0
7851-WZEKY,"The internet speed is not as advertised for fiber optic service. I'm paying for high-speed internet but still experience frequent lags, which affects both my streaming and general browsing.",2,internet speed advertised fiber optic service paying highspeed internet still experience frequent lags affects streaming general browsing,189,0.07500000000000001,2,3,4
7851-WZEKY,"I contacted customer support about these issues, but they were unhelpful and did not provide any resolution. This lack of service is unacceptable.",3,contacted customer support issues unhelpful provide resolution lack service unacceptable,146,0.0,0,4,0
9330-IJWIO,"The streaming services I signed up for frequently buffer or don’t load at all, even though I’m paying a premium price for fiber optic internet. This has been a persistent issue, and I’m extremely frustrated with the lack of resolution.",1,streaming services signed frequently buffer dont load even though im paying premium price fiber optic internet persistent issue im extremely frustrated lack resolution,235,-0.3,2,3,2
7734-DBOAI,"The streaming TV service I signed up for has been buffering and freezing constantly, making it impossible to enjoy any shows. This has been very frustrating, especially since I specifically chose this service to relax with my family.",1,streaming tv service signed buffering freezing constantly making impossible enjoy shows frustrating especially since specifically chose service relax family,233,-0.15733333333333333,3,3,0
0526-SXDJP,"I have been a loyal customer for six years, but I feel like I'm not receiving any rewards or benefits for my long-term commitment. It would be great if you offered loyalty discounts or perks.",1,loyal customer six years feel like receiving rewards benefits longterm commitment would great offered loyalty discounts perks,191,0.5666666666666667,1,1,1
0526-SXDJP,"There have been frequent slowdowns in my DSL internet connection, especially during peak hours, which disrupts my work and browsing.",2,frequent slowdowns dsl internet connection especially peak hours disrupts work browsing,132,0.05,0,1,2
0526-SXDJP,"I pay for multiple protection services, but I recently had a security issue that wasn't resolved properly. This makes me question the reliability of these services.",3,pay multiple protection services recently security issue resolved properly makes question reliability services,164,0.0,1,3,0
0526-SXDJP,"I don’t use streaming services, yet my monthly charges seem quite high compared to what I actually use. Please review my billing and let me know why this is the case.",4,dont use streaming services yet monthly charges seem quite high compared actually use please review billing let know case,166,0.08,1,2,2
1173-NOEYG,"The internet service has been inconsistent lately, with frequent interruptions during the day, which is frustrating given the high cost of Fiber optic.",1,internet service inconsistent lately frequent interruptions day frustrating given high cost fiber optic,151,-0.10999999999999999,2,2,4
1173-NOEYG,"I rely on streaming movies, but the buffering and lag have made it nearly impossible to enjoy. This issue has persisted even with device protection enabled.",2,rely streaming movies buffering lag made nearly impossible enjoy issue persisted even device protection enabled,156,-0.1333333333333333,1,2,0
1173-NOEYG,"Despite being a long-time customer, I feel like I'm not receiving sufficient support to address these recurring issues, especially since I don't have access to tech support.",3,despite longtime customer feel like receiving sufficient support address recurring issues especially since access tech support,173,0.0,1,4,1
8166-ZZTFS,"I am extremely disappointed with the lack of technical support provided, especially after being a loyal customer for over five years. Despite paying a high monthly charge, I had to deal with unresolved issues with my streaming services and internet connection, which ultimately forced me to cancel my contract.",1,extremely disappointed lack technical support provided especially loyal customer five years despite paying high monthly charge deal unresolved issues streaming services internet connection ultimately forced cancel contract,310,-0.09277777777777779,2,5,4
4929-XIHVW,"The streaming services I signed up for, including TV and movies, frequently buffer or fail to load altogether. For the high monthly charges I'm paying, I expect a much better experience. Please resolve this issue as soon as possible.",1,streaming services signed including tv movies frequently buffer fail load altogether high monthly charges paying expect much better experience please resolve issue soon possible,233,0.052000000000000005,3,5,3
2446-ZKVAF,"The internet speed with my DSL service has been very slow lately, making it difficult to complete even basic online tasks. I'd like this issue to be resolved as soon as possible.",1,internet speed dsl service slow lately making difficult complete even basic online tasks would like issue resolved soon possible,178,-0.18166666666666664,3,3,2
2446-ZKVAF,"I have noticed that my online backup service is not functioning properly. Files are not being backed up as expected, and I need assistance getting this fixed.",2,noticed online backup service functioning properly files backed expected need assistance getting fixed,158,0.0,0,1,0
2446-ZKVAF,"Despite reaching out about slow internet speeds, the issue remains unresolved, and I haven't received any updates. The lack of communication is frustrating.",3,despite reaching slow internet speeds issue remains unresolved received updates lack communication frustrating,156,-0.35000000000000003,1,2,1
2403-BCASL,"The internet service has been extremely unreliable despite paying a premium for fiber optic. Frequent outages and slow speeds have disrupted my work and entertainment, and I feel like I'm not getting the service I'm paying for.",1,internet service extremely unreliable despite paying premium fiber optic frequent outages slow speeds disrupted work entertainment feel like getting service paying,227,-0.10833333333333335,3,3,3
7330-WZLNC,"The streaming TV service constantly buffers and interrupts my viewing experience, making it impossible to watch anything without frustration. Despite paying a high monthly charge, the issue has not been resolved.",1,streaming tv service constantly buffers interrupts viewing experience making impossible watch anything without frustration despite paying high monthly charge issue resolved,212,-0.16888888888888887,5,3,2
8513-OLYGY,"The streaming services are frequently buffering, even though I’m paying for fiber optic internet. This is extremely frustrating when trying to watch TV or movies.",1,streaming services frequently buffering even though im paying fiber optic internet extremely frustrating trying watch tv movies,162,-0.15000000000000002,3,4,2
8513-OLYGY,The monthly charges seem excessively high compared to what other providers offer for similar services. I’d like a review of my billing to ensure I’m not being overcharged.,2,monthly charges seem excessively high compared providers offer similar services id like review billing ensure im overcharged,171,0.011666666666666667,1,2,2
3766-EJLFL,"My monthly bill has been consistently high at $109.05, and I feel like I'm not getting enough value for the services provided. I would like to discuss options for reducing my bill.",1,monthly bill consistently high feel like getting enough value services provided would like discuss options reducing bill,180,0.08,2,1,2
3766-EJLFL,"The streaming services frequently buffer or freeze, especially during peak hours, which is very frustrating for my family when trying to watch TV or movies.",2,streaming services frequently buffer freeze especially peak hours frustrating family trying watch tv movies,156,-0.14,2,3,0
3766-EJLFL,"Despite having tech support included in my plan, it often takes a long time to get a response or resolution when I reach out for help with service issues.",3,despite tech support included plan often takes long time get response resolution reach help service issues,154,-0.05,1,3,1
4713-LZDRV,"The streaming service for movies keeps buffering and is almost unwatchable. I am paying a premium price, and I expect better performance.",1,streaming service movies keeps buffering almost unwatchable paying premium price expect better performance,137,0.5,3,2,1
4713-LZDRV,"When I tried to contact customer support about the streaming issues, I was unable to get through or receive any meaningful assistance. This has been extremely frustrating.",2,tried contact customer support streaming issues unable get receive meaningful assistance extremely frustrating,171,-0.13333333333333333,2,3,0
4713-LZDRV,I noticed that my bill seems unusually high considering the limited services I use. Can you please provide a detailed explanation or review these charges?,3,noticed bill seems unusually high considering limited services use please provide detailed explanation review charges,154,0.16285714285714287,0,2,1
9158-VCTQB,"My monthly bill has been increasing significantly without any clear explanation. Despite being a loyal customer for over three years, I feel like I am being overcharged for services. I would like a detailed breakdown of my charges and an explanation for the high costs.",1,monthly bill increasing significantly without clear explanation despite loyal customer three years feel like overcharged services would like detailed breakdown charges explanation high costs,269,0.27366666666666667,2,3,3
8058-INTPH,"The streaming TV service is constantly buffering and the quality is poor. I expected better performance, especially for the price I'm paying.",1,streaming tv service constantly buffering quality poor expected better performance especially price paying,141,0.0,2,2,2
8058-INTPH,"I reached out to customer support about the streaming issues, but I didn’t receive any helpful assistance. The representative seemed uninterested in resolving my problem.",2,reached customer support streaming issues didnt receive helpful assistance representative seemed uninterested resolving problem,170,0.0,1,3,0
8058-INTPH,"I feel the monthly charges are too high for the limited services I’m receiving, especially since most of the add-ons like online security and tech support aren’t included.",3,feel monthly charges high limited services im receiving especially since addons like online security tech support arent included,171,0.14714285714285713,2,3,3
1834-ABKHQ,"I've been a loyal customer for over four years, but I'm frustrated that I don't have access to better internet security options with my DSL service. It's concerning that my online activity isn't adequately protected, and I'd like to know if there are plans to offer more robust security features.",1,loyal customer four years frustrated access better internet security options dsl service concerning online activity adequately protected would like know plans offer robust security features,296,0.19333333333333333,1,3,3
8063-RJYNF,"The streaming services for TV and movies are constantly buffering despite having fiber optic internet, which I expected to be fast and reliable. It’s frustrating to pay such a high monthly charge for subpar performance.",1,streaming services tv movies constantly buffering despite fiber optic internet expected fast reliable frustrating pay high monthly charge subpar performance,219,-0.02333333333333334,2,4,4
9415-ZNBSX,"I’ve been a loyal customer for nearly six years, but lately, the streaming services I’m paying for have been buffering constantly, making it impossible to enjoy movies or TV shows.",1,ive loyal customer nearly six years lately streaming services im paying buffering constantly making impossible enjoy movies tv shows,180,-0.0222222222222222,3,4,1
9415-ZNBSX,"Despite having all the security and protection services enabled, I keep receiving phishing emails and suspicious pop-ups. I expected better security for the premium I'm paying.",2,despite security protection services enabled keep receiving phishing emails suspicious popups expected better security premium paying,176,0.2,1,1,1
9415-ZNBSX,"The automatic bank transfer process for my bill payments has had errors twice now, leading to late fees and unnecessary stress. This needs to be resolved immediately.",3,automatic bank transfer process bill payments errors twice leading late fees unnecessary stress needs resolved immediately,166,-0.35,1,0,0
6689-KXGBO,"The internet speed has been extremely slow since I signed up, and it’s making it difficult to complete even basic tasks online. It doesn’t feel like I’m getting the service I’m paying for.",1,internet speed extremely slow since signed making difficult complete even basic tasks online doesnt feel like im getting service im paying,188,-0.17500000000000002,3,2,2
6689-KXGBO,"I tried reaching out to customer support multiple times about the internet issues, but I either couldn’t get through or wasn’t provided with any helpful solutions.",2,tried reaching customer support multiple times internet issues either couldnt get wasnt provided helpful solutions,163,0.0,0,4,1
6689-KXGBO,I’m frustrated that I was required to pay the full amount for the first month despite the poor service and lack of resolution. I would like a refund or adjustment to my charges.,3,im frustrated required pay full amount first month despite poor service lack resolution would like refund adjustment charges,177,-0.125,1,2,1
0823-HSCDJ,"The streaming services I signed up for, including TV and movies, frequently buffer and sometimes fail to load altogether. This has been a consistent issue despite being a long-time customer.",1,streaming services signed including tv movies frequently buffer sometimes fail load altogether consistent issue despite longtime customer,190,-0.05000000000000001,1,5,0
0823-HSCDJ,"I have no online security included with my internet service, which makes me feel vulnerable to potential cyber threats. I expected better protection from your company.",2,online security included internet service makes feel vulnerable potential cyber threats expected better protection company,167,-0.024999999999999994,1,2,2
0823-HSCDJ,"The monthly charges for the service seem excessive, especially considering the performance issues I've been facing with streaming and the lack of additional features like tech support or device protection.",3,monthly charges service seem excessive especially considering performance issues facing streaming lack additional features like tech support device protection,205,-0.125,2,4,2
0823-HSCDJ,"Despite being a loyal customer for over four years, I feel like I haven’t been offered any incentives or benefits to stay, which is disappointing and one of the reasons I decided to leave.",4,despite loyal customer four years feel like havent offered incentives benefits stay disappointing one reasons decided leave,188,-0.13333333333333333,1,1,1
3494-JCHRQ,"The internet service has been extremely unreliable since I signed up, with frequent outages and inconsistent speeds, making it impossible to use effectively.",1,internet service extremely unreliable since signed frequent outages inconsistent speeds making impossible use effectively,157,-0.02291666666666667,1,2,2
3494-JCHRQ,"I contacted customer support about my internet issues, but they were unhelpful and failed to resolve the problem, leaving me frustrated.",2,contacted customer support internet issues unhelpful failed resolve problem leaving frustrated,136,-0.6,0,4,1
3494-JCHRQ,"The monthly charge is too high for the limited services I receive, especially considering that I don't even have access to features like online security or backup.",3,monthly charge high limited services receive especially considering even access features like online security backup,163,0.029523809523809525,1,1,2
3877-JRJIP,"The Streaming TV service is constantly buffering and making it impossible to watch anything. This is extremely frustrating, especially since I'm paying for it.",1,streaming tv service constantly buffering making impossible watch anything extremely frustrating especially since paying,159,-0.26666666666666666,4,2,0
3877-JRJIP,"I contacted customer support about the buffering issue, but I was told to troubleshoot it myself without receiving any real help. This lack of support is unacceptable.",2,contacted customer support buffering issue told troubleshoot without receiving real help lack support unacceptable,167,0.2,0,4,0
6692-UDPJC,"The internet service has been extremely unreliable, with frequent outages and slow speeds, even though I’m paying a premium for fiber optic. This has been a recurring issue, and despite having tech support, no lasting solution has been provided.",1,internet service extremely unreliable frequent outages slow speeds even though im paying premium fiber optic recurring issue despite tech support lasting solution provided,245,-0.08125000000000002,1,4,4
4016-BJKTZ,"The internet service has been extremely unreliable with frequent outages, which is unacceptable for the high monthly charges I'm paying. Despite having tech support included, the resolution time for these issues has been very slow.",1,internet service extremely unreliable frequent outages unacceptable high monthly charges paying despite tech support included resolution time issues slow,231,-0.06375000000000001,2,5,5
6615-ZGEDR,"I am frustrated that even though I only signed up for phone service, the call quality has been poor with frequent dropped calls and static. This is unacceptable, especially as a new customer.",1,frustrated even though signed phone service call quality poor frequent dropped calls static unacceptable especially new customer,191,-0.03787878787878788,0,2,2
7083-YNSKY,"I've been experiencing frequent disruptions with my phone service, including dropped calls and poor call quality. Despite paying for multiple lines, the service has not met my expectations. I would like this issue resolved immediately.",1,experiencing frequent disruptions phone service including dropped calls poor call quality despite paying multiple lines service met expectations would like issue resolved immediately,235,-0.10000000000000002,3,3,2
1320-HTRDR,My internet connection has been consistently slow and unreliable despite paying for a higher-speed Fiber optic service. This is unacceptable.,1,internet connection consistently slow unreliable despite paying higherspeed fiber optic service unacceptable,141,-0.30000000000000004,1,2,2
1320-HTRDR,"I have no access to any additional security features like OnlineSecurity, which makes me concerned about the safety of my connection. Why is this not offered or at least suggested as an option?",2,access additional security features like onlinesecurity makes concerned safety connection offered least suggested option,193,-0.3,1,0,0
1320-HTRDR,"I have been unable to get any device protection or tech support, and whenever I try to contact support, I am either put on hold for a long time or receive no resolution.",3,unable get device protection tech support whenever try contact support either put hold long time receive resolution,169,-0.275,0,2,1
1320-HTRDR,The monthly charges are too high for the basic services I am receiving. I feel like I am overpaying for what I get.,4,monthly charges high basic services receiving feel like overpaying get,115,0.08,1,2,2
1320-HTRDR,"I am frustrated with the lack of effort to retain me as a customer, and this is why I decided to leave. No loyalty discounts or incentives were offered to address my concerns.",5,frustrated lack effort retain customer decided leave loyalty discounts incentives offered address concerns,175,-0.7,0,1,0
0628-CNQRM,"The internet speeds on my DSL connection have been consistently below what was promised, and this has made streaming TV nearly impossible without constant buffering. Despite paying a premium for additional services like tech support and device protection, I haven't seen any resolution to this issue.",1,internet speeds dsl connection consistently promised made streaming tv nearly impossible without constant buffering despite paying premium additional services like tech support device protection seen resolution issue,300,-0.13888888888888887,3,5,2
5569-KGJHX,"The internet speeds with the fiber optic service have been consistently slower than advertised, making it difficult to use the service effectively.",1,internet speeds fiber optic service consistently slower advertised making difficult use service effectively,147,0.11666666666666665,1,3,3
5569-KGJHX,"The streaming TV service frequently buffers or disconnects, even though I am paying for high-speed internet.",2,streaming tv service frequently buffers disconnects even though paying highspeed internet,108,0.1,3,3,1
5569-KGJHX,"I have contacted customer support multiple times about these issues, but I have not received any resolution or adequate assistance.",3,contacted customer support multiple times issues received resolution adequate assistance,131,0.16666666666666666,0,3,0
5569-KGJHX,My monthly charges feel excessively high given the poor quality of service I have been experiencing. I would like a review of my account and billing.,4,monthly charges feel excessively high given poor quality service experiencing would like review account billing,149,-0.12000000000000001,2,2,3
3164-AALRN,"The streaming services are constantly buffering, making it impossible to watch TV shows or movies smoothly. This has been a recurring issue despite my attempts to troubleshoot.",1,streaming services constantly buffering making impossible watch tv shows movies smoothly recurring issue despite attempts troubleshoot,176,-0.08888888888888886,2,4,0
3164-AALRN,My internet speed is much slower than what was promised when I signed up for the DSL service. It's affecting my ability to use online services effectively.,2,internet speed much slower promised signed dsl service affecting ability use online services effectively,155,0.4,0,3,1
3164-AALRN,"I tried to contact customer support about these issues, but I was put on hold for an extended period and never received proper assistance.",3,tried contact customer support issues put hold extended period never received proper assistance,138,0.0,0,3,0
1383-EZRWL,"The phone service quality has been poor, with frequent call drops and static on the line. It has been frustrating to make uninterrupted calls.",1,phone service quality poor frequent call drops static line frustrating make uninterrupted calls,142,-0.040000000000000015,1,1,2
1383-EZRWL,"I have been trying to get information about internet service options, but the customer service representatives have been unhelpful and unresponsive.",2,trying get information internet service options customer service representatives unhelpful unresponsive,148,0.0,0,4,1
1383-EZRWL,"Despite my efforts to resolve these issues, there seems to be no improvement in service, which ultimately led to my decision to cancel.",3,despite efforts resolve issues seems improvement service ultimately led decision cancel,135,0.0,0,2,0
3424-NMNBO,"The streaming services I subscribed to, including both TV and movies, often buffer or crash, making it impossible to enjoy any content. Despite paying a premium for fiber optic internet, the performance is not meeting expectations.",1,streaming services subscribed including tv movies often buffer crash making impossible enjoy content despite paying premium fiber optic internet performance meeting expectations,231,-0.1333333333333333,3,4,2
3424-NMNBO,"When I reached out for help regarding the streaming issues, I was told that tech support is not included in my plan. Given how long I've been a customer and the amount I pay monthly, this lack of support is unacceptable.",2,reached help regarding streaming issues told tech support included plan given long customer amount pay monthly lack support unacceptable,220,-0.05,3,4,2
2070-FNEXE,"The internet service has been unreliable, with frequent outages and slow speeds. This has been extremely frustrating, especially since I rely on it for important tasks.",1,internet service unreliable frequent outages slow speeds extremely frustrating especially since rely important tasks,168,-0.040000000000000015,1,2,2
2070-FNEXE,"When I reached out to customer support for assistance with the internet issues, I was told there was nothing they could do immediately. The lack of timely support has been very disappointing.",2,reached customer support assistance internet issues told nothing could immediately lack timely support disappointing,191,-0.78,0,5,1
4547-KQRTM,"The internet service has been extremely unreliable, with frequent outages and slow speeds, making it impossible to complete my work or stream content. This has been a recurring issue for months, and it remains unresolved despite my complaints.",1,internet service extremely unreliable frequent outages slow speeds making impossible complete work stream content recurring issue months remains unresolved despite complaints,243,-0.17833333333333334,1,3,2
4547-KQRTM,"The customer support team has been unhelpful in resolving my internet issues. Every time I contact them, I am either put on hold for too long or given generic advice that doesn't fix the problem.",2,customer support team unhelpful resolving internet issues every time contact either put hold long given generic advice fix problem,195,-0.025,1,4,1
2026-TGDHM,"The streaming movies service often buffers and crashes, making it impossible to enjoy a movie. Despite paying a high monthly fee, the service doesn't meet my expectations.",1,streaming movies service often buffers crashes making impossible enjoy movie despite paying high monthly fee service meet expectations,171,-0.035555555555555535,4,3,2
3398-FSHON,"The internet speed on my fiber optic connection has been extremely disappointing, especially when streaming TV. It's frustrating to pay such high monthly charges and not get the quality I expect.",1,internet speed fiber optic connection extremely disappointing especially streaming tv frustrating pay high monthly charges get quality expect,195,-0.16799999999999998,3,3,4
3398-FSHON,"I contacted customer support about the slow internet issue, but they were unhelpful and didn't provide any meaningful solutions. I felt like my concerns were ignored.",2,contacted customer support slow internet issue unhelpful provide meaningful solutions felt like concerns ignored,166,0.09999999999999998,1,4,1
3398-FSHON,"I find the monthly charges of $91.3 to be excessive, especially since I don't have Online Security or Tech Support. I don't feel like I'm getting value for the money I'm paying.",3,find monthly charges excessive especially since online security tech support feel like getting value money paying,177,-0.125,2,2,2
8182-PNAGI,"The tech support service I signed up for has been unhelpful in resolving my ongoing internet connectivity issues. Despite multiple calls, the problem persists, and I feel like I'm not getting the assistance I'm paying for.",1,tech support service signed unhelpful resolving ongoing internet connectivity issues despite multiple calls problem persists feel like getting assistance paying,222,0.0,2,4,2
0419-YAAPX,"The streaming TV service frequently buffers and the picture quality often drops during peak hours, which is very frustrating considering the high monthly charges I am paying.",1,streaming tv service frequently buffers picture quality often drops peak hours frustrating considering high monthly charges paying,174,-0.08666666666666667,4,3,2
0014-BMAQU,"The internet speed has been inconsistent lately, which is frustrating as I rely on a stable connection for work. Despite having Fiber optic service, the performance does not match my expectations.",1,internet speed inconsistent lately frustrating rely stable connection work despite fiber optic service performance match expectations,196,-0.35,1,2,2
0014-BMAQU,"I recently contacted tech support for assistance with the connectivity issues, but the response was delayed, and the resolution provided did not fully address the problem.",2,recently contacted tech support assistance connectivity issues response delayed resolution provided fully address problem,171,0.0,0,2,1
0014-BMAQU,"Given my long tenure as a customer, I feel disappointed that these recurring issues have not been resolved, especially considering the high monthly charges I am paying.",3,given long tenure customer feel disappointed recurring issues resolved especially considering high monthly charges paying,168,-0.16,3,3,2
5256-SKJGO,"The streaming services I signed up for, including TV and movies, often buffer and take too long to load, which is very frustrating considering the length of time I've been a loyal customer.",1,streaming services signed including tv movies often buffer take long load frustrating considering length time loyal customer,189,-0.07888888888888891,2,4,1
6661-HBGWL,"The streaming services I’m paying for, both TV and movies, constantly buffer or fail to load. This has been an ongoing issue despite my high monthly charges, and it's unacceptable.",1,streaming services im paying tv movies constantly buffer fail load ongoing issue despite high monthly charges unacceptable,180,-0.11333333333333333,2,5,2
6661-HBGWL,"The internet speeds with Fiber Optic are not as fast as advertised. I frequently experience slowdowns, especially during peak hours, which is frustrating.",2,internet speeds fiber optic fast advertised frequently experience slowdowns especially peak hours frustrating,154,-0.024999999999999994,1,1,2
6661-HBGWL,I’ve been paying for tech support but have never been able to reach a representative when I need assistance. It feels like I’m paying for a service I can’t even use.,3,ive paying tech support never able reach representative need assistance feels like im paying service cant even use,165,0.5,3,2,1
6661-HBGWL,"The customer service team has been unhelpful in resolving my ongoing issues with internet and streaming. Every time I call, I’m put on hold for extended periods with no resolution.",4,customer service team unhelpful resolving ongoing issues internet streaming every time call im put hold extended periods resolution,180,0.0,1,4,1
6661-HBGWL,"Despite being a loyal customer for 42 months, I feel like my concerns are not being prioritized. The lack of support and poor service quality have made me decide to leave.",5,despite loyal customer months feel like concerns prioritized lack support poor service quality made decide leave,171,-0.033333333333333354,1,3,2
8512-WIWYV,"I'm frustrated that I can't bundle internet services with my account, as it seems like a missed opportunity to improve my overall experience.",1,frustrated ca bundle internet services account seems like missed opportunity improve overall experience,141,-0.35,1,2,1
8512-WIWYV,"Despite being a loyal customer for over two years, I don't feel like I'm receiving any incentives or rewards for staying.",2,despite loyal customer two years feel like receiving incentives rewards staying,121,0.3333333333333333,1,1,1
8512-WIWYV,The lack of a paperless billing option feels outdated and inconvenient in a time when most companies offer this feature.,3,lack paperless billing option feels outdated inconvenient time companies offer feature,120,-0.16666666666666666,0,0,0
8512-WIWYV,I feel that the monthly charges for just phone service are relatively high compared to what competitors offer with bundled packages.,4,feel monthly charges phone service relatively high compared competitors offer bundled packages,132,0.16,0,2,2
8512-WIWYV,"I recently had difficulty reaching customer support for a question about my bill, and the process was unnecessarily time-consuming.",5,recently difficulty reaching customer support question bill process unnecessarily timeconsuming,131,-0.2,0,2,0
3005-NFMTA,"The streaming services I signed up for, like StreamingTV and StreamingMovies, keep buffering and have poor quality. It's frustrating to pay for something that doesn't work properly.",1,streaming services signed like streamingtv streamingmovies keep buffering poor quality frustrating pay something work properly,181,-0.26666666666666666,3,1,1
3005-NFMTA,"Even though I have OnlineSecurity, I recently experienced a security breach, and it seems like no proactive measures were taken to prevent it.",2,even though onlinesecurity recently experienced security breach seems like proactive measures taken prevent,142,0.8,1,0,0
3005-NFMTA,"The Fiber optic internet is supposed to be fast, but I've been dealing with frequent outages, which disrupt my work and personal activities.",3,fiber optic internet supposed fast dealing frequent outages disrupt work personal activities,140,0.10000000000000002,0,1,3
3005-NFMTA,"I tried to contact customer support about these issues, but there was no tech support available to assist me, and I was redirected multiple times without resolution.",4,tried contact customer support issues tech support available assist redirected multiple times without resolution,165,0.2,0,4,1
3005-NFMTA,"Despite these ongoing problems, my monthly bill remains high at $98.8, and I feel like I'm not getting the value for the services I'm paying for.",5,despite ongoing problems monthly bill remains high feel like getting value services paying,145,0.16,2,1,2
1113-IUJYX,"The fiber optic internet service has been consistently unreliable, with frequent outages and slow speeds, making it difficult to stream TV and movies or work online effectively. Despite having tech support, the issue has not been resolved even after multiple calls.",1,fiber optic internet service consistently unreliable frequent outages slow speeds making difficult stream tv movies work online effectively despite tech support issue resolved even multiple calls,265,0.024999999999999984,2,6,5
0020-JDNXP,"The streaming services I signed up for frequently buffer or fail to load altogether, even though I have a stable DSL connection. This is frustrating, especially since I'm paying for these features. Please address this issue immediately.",1,streaming services signed frequently buffer fail load altogether even though stable dsl connection frustrating especially since paying features please address issue immediately,236,-0.2,3,2,0
6179-GJPSO,"The internet speed has been increasingly inconsistent, especially during peak hours. As someone who relies on Fiber Optic for uninterrupted connectivity, this is unacceptable.",1,internet speed increasingly inconsistent especially peak hours someone relies fiber optic uninterrupted connectivity unacceptable,175,0.0,0,1,2
6179-GJPSO,"I have been paying for Streaming TV and Streaming Movies, but the streaming services frequently buffer or fail to load altogether. This has ruined my viewing experience.",2,paying streaming tv streaming movies streaming services frequently buffer fail load altogether ruined viewing experience,169,-0.2,4,3,0
6179-GJPSO,"Despite having a tech support service included in my plan, I had to wait on hold for over an hour when I contacted support about my streaming issues. This level of service is frustrating.",3,despite tech support service included plan wait hold hour contacted support streaming issues level service frustrating,187,-0.4,3,5,1
6179-GJPSO,"My monthly charges are significantly high, and I don't feel I'm getting the value for what I'm paying. I would like to review my plan and see if there are better options.",4,monthly charges significantly high feel getting value paying would like review plan see better options,170,0.33,2,1,3
6179-GJPSO,"I was not informed about any discounts or promotions available for long-term customers. After 43 months with your company, I expected to be rewarded for my loyalty, not ignored.",5,informed discounts promotions available longterm customers months company expected rewarded loyalty ignored,177,0.15000000000000002,0,0,0
1143-NMNQJ,"The streaming movies service constantly buffers, making it impossible to watch anything smoothly. I expected better performance, especially given the high monthly charges.",1,streaming movies service constantly buffers making impossible watch anything smoothly expected better performance especially given high monthly charges,171,-0.017777777777777767,4,3,3
1143-NMNQJ,"When I called customer service to report the streaming issue, I was put on hold for an unreasonable amount of time and never got a resolution. This level of service is unacceptable.",2,called customer service report streaming issue put hold unreasonable amount time never got resolution level service unacceptable,181,0.0,1,4,0
