customerID,complaint,complaint_number
3351-NQLDI,"I canceled my service due to these ongoing issues, but I was still charged for the following month. I demand an immediate refund and explanation.",3
7434-SHXLS,"I'm frustrated that I can't even sign up for internet service despite being a new customer. It's disappointing that such a basic service isn't available, and no one has provided clear answers on when or if it will be offered.",1
7251-XFOIL,"The streaming movie service frequently buffers or stops working altogether, making it impossible to enjoy watching anything.",1
7251-XFOIL,"I have been paying for tech support, but when I called for assistance with my internet issues, I was told I don't have access to this service. This is very frustrating.",2
7251-XFOIL,"The monthly charges feel unreasonably high compared to the services I am receiving, especially since I am not using several features like Streaming TV or Online Security.",3
0064-YIJGF,"The internet speeds with the fiber-optic service are not meeting the promised performance. I frequently experience buffering and slow loading times, which is frustrating given the high monthly charge.",1
0064-YIJGF,"I attempted to contact customer service about the poor internet performance, but I was unable to get through to a representative after waiting on hold for an extended period.",2
0064-YIJGF,I am disappointed that there are no additional security or backup services included in my plan despite the high cost. It feels like I'm paying for very limited features.,3
2024-BASKD,"The fiber optic internet service has been extremely inconsistent, with frequent outages and slow speeds, making it difficult to use for basic tasks. I expect better reliability for the price I'm paying.",1
2024-BASKD,"When I reached out to customer support about the internet issues, I was told I would need to pay extra for tech support. This is unacceptable since the problem is with the service you are providing.",2
2709-UQGNP,"I have been experiencing frequent disruptions with my DSL internet service, making it difficult to complete important tasks. Despite having Online Security, these interruptions persist, and I am frustrated that no proactive support has been provided to resolve the issue.",1
0151-ONTOV,"The internet service has been extremely unreliable, with frequent outages and slow speeds, making it impossible to use.",1
0151-ONTOV,"I tried reaching out to customer support about the internet issues, but I was put on hold for an excessive amount of time and did not get a resolution.",2
0151-ONTOV,The monthly charges for the service are too high considering the poor quality of the internet provided.,3
0151-ONTOV,"I am frustrated that there are no added security or backup options included, even though the cost is already so steep.",4
3161-ONRWK,"Despite being a loyal customer for 5 years, I feel like I'm paying too much for a limited set of services. I don't use streaming TV or movies, yet my monthly charges are quite high. I would like to see if there are better options or discounts available.",1
7534-BFESC,"The internet service is too expensive for the limited features I receive. There’s no online security, backup, or tech support included, and I feel like I’m not getting value for the high monthly charges.",1
4902-OHLSK,"The streaming services I signed up for, both TV and movies, frequently buffer or fail to load altogether. Despite having fiber optic internet, the performance is unacceptable, and it's frustrating considering the high monthly charges.",1
3717-LNXKW,"The streaming TV service often buffers or crashes while I'm trying to watch, even though I'm paying for a premium fiber optic internet connection. I expect a smoother experience for the price I'm paying.",1
3717-LNXKW,"Despite having online security, I've been receiving suspicious pop-ups and phishing attempts while browsing. This is concerning, and I need this issue resolved immediately.",2
0404-SWRVG,"The internet service is extremely unstable, and I frequently experience outages. This has been highly inconvenient, especially since I rely on it for work.",1
0404-SWRVG,"When I reached out to customer support about the internet issues, they were unhelpful and did not provide a resolution. I had to wait on hold for a long time only to be told there was nothing they could do.",2
0404-SWRVG,The monthly charges are too high for the poor quality of service I am receiving. I feel like I'm overpaying for features I don't even use.,3
9986-BONCE,"I am very frustrated with the limited service options available to me. Despite paying for phone service, I find the lack of internet access and related services like online backup or streaming to be extremely inconvenient.",1
6032-KRXXO,"The streaming services I am paying for frequently buffer or fail to load altogether, despite having fiber optic internet. This has been a recurring issue, and it’s frustrating given the high monthly charges.",1
6032-KRXXO,"I contacted customer support about the streaming issues, but I received no resolution or follow-up. The lack of assistance is unacceptable, especially as a long-term customer.",2
9415-TPKRV,"I am frustrated with the lack of online security included in my plan. With so many risks online, I feel unprotected, and I expected some level of security to be part of my internet service.",1
5835-BEQEU,"The internet speed has been extremely poor despite being on a fiber optic plan, making it difficult to work or stream content effectively.",1
5835-BEQEU,"I reached out to customer service about the slow internet issue, but I received no resolution, and the representative was unhelpful.",2
5835-BEQEU,"Considering I’ve only been with your company for three months, the high monthly charges for such poor service feel unjustified.",3
1565-RHDJD,"The internet service has been very unreliable, with frequent disruptions and slow speeds, which has made it difficult to complete important online tasks. Despite paying a high monthly fee, the quality of service has not improved.",1
0815-MFZGM,"The streaming services I signed up for, including TV and movies, often buffer or freeze, especially during peak hours. This is very frustrating given the high monthly charges I am paying.",1
0815-MFZGM,"Despite having tech support included in my plan, when I reached out for help with my internet speed issues, the response was slow, and the problem was not resolved effectively.",2
0815-MFZGM,"The device protection service I have seems pointless as my recent request for assistance with a faulty router was denied, leaving me to handle the issue on my own.",3
7632-MNYOY,"The internet speeds have been inconsistent for months despite my long tenure as a customer. This is unacceptable, especially considering the high monthly charges I’m paying for fiber optic service.",1
8603-IJWDN,The internet connection is extremely slow despite paying for a high-speed fiber-optic service. This has made it difficult for me to stream movies as advertised.,1
8603-IJWDN,"I am frustrated with the lack of online security options included in my plan. For the premium price I am paying, I expected better protection for my online activity.",2
8603-IJWDN,"I contacted customer support to resolve the streaming issue, but they were unhelpful and could not provide a clear solution.",3
8603-IJWDN,"The paperless billing system is confusing, and the electronic check payment method caused delays in processing my payment.",4
8603-IJWDN,"I feel like I'm being overcharged for services I barely use, and the lack of a long-term contract option gives me no incentive to stay.",5
5236-PERKL,"I've been a loyal customer for years, but my bills have become increasingly expensive, and I feel like I am not getting the value I deserve for the amount I'm paying. The high monthly charges, especially for internet and streaming services, are simply not justifiable.",1
4220-TINQT,"The monthly charges for my services are too high. I feel like I'm not getting good value for the price I'm paying, especially since I'm not using some features like Online Security or Online Backup. I would like to discuss options to lower my bill.",1
2754-VDLTR,"The streaming services I subscribed to, including TV and movies, frequently buffer or fail to load, which is unacceptable considering the high monthly charges I'm paying. I need a resolution or a refund for these disruptions.",1
2867-UIMSS,"The streaming movies service is constantly buffering and the video quality is poor, even though I am paying for Fiber optic internet. This is unacceptable for the price I'm being charged.",1
2867-UIMSS,"I called customer support about the streaming issue, but the representative was unhelpful and simply told me to restart my router, which didn't solve the problem.",2
2867-UIMSS,I was surprised to find that my first bill was much higher than I expected. The monthly charge of $80.5 seems excessive for the limited services I have.,3
2867-UIMSS,I don't understand why there are no basic protections like online security or backup included with the internet package. It feels like I'm being forced to pay extra for essential features.,4
2867-UIMSS,"The process of managing my account without paperless billing is cumbersome and outdated. I would have preferred an easier, more modern billing system.",5
3132-TVFDZ,"The streaming services I subscribed to, including TV and movies, often experience buffering issues and poor quality. This has made it frustrating to enjoy the services I'm paying for.",1
3132-TVFDZ,"I have no access to tech support, and when I tried reaching out for help with my streaming issues, I couldn't get any assistance. This lack of support is unacceptable.",2
3132-TVFDZ,"Despite being a long-term customer for 57 months, I feel like my concerns are not being valued or addressed. There’s no loyalty incentive for staying with your company.",3
3132-TVFDZ,The electronic check payment method seems to cause delays and complications in billing. I've noticed discrepancies in my charges that I need clarified.,4
3011-WQKSZ,"I have been a loyal customer for over a year, but I am frustrated that there is no option for internet service in my area from your company. It's inconvenient to have to rely on another provider for internet when I already have phone service with you.",1
1265-XTECC,"The fiber optic internet service has been highly unreliable recently, with frequent outages and inconsistent speeds, making it difficult to use the internet effectively.",1
1265-XTECC,"I tried to contact customer support regarding the internet issue, but I was unable to get proper assistance because I don't have tech support included in my plan. This is very frustrating.",2
1265-XTECC,"My monthly charges are quite high considering the issues I've been experiencing, and I feel like I'm not getting value for the amount I'm paying.",3
7964-YESJC,"The internet speed has been inconsistent lately, which is frustrating given that I rely on it for work and leisure. I expected better service for the amount I am paying.",1
7964-YESJC,"Although I have subscribed to online security, I recently experienced a phishing attack. This makes me question the effectiveness of the security service provided.",2
7964-YESJC,"I contacted customer support about the phishing issue, but I was told that tech support is not included in my plan. I feel this is unfair as I already pay for multiple services.",3
7964-YESJC,"The process of mailing checks for payment is inconvenient. I would like an easier option that doesn't involve switching to paperless billing, as I prefer having physical records.",4
6339-RZCBJ,"My streaming services, both TV and movies, frequently buffer or fail to load altogether, even though I'm paying for a reliable connection. This has been an ongoing issue and needs immediate resolution.",1
6339-RZCBJ,"I’ve noticed that despite being a long-term customer with a two-year contract, there hasn’t been any effort to offer loyalty discounts or rewards. I feel undervalued as a customer.",2
5642-MHDQT,"I've been a loyal customer for over four years, yet I feel like I'm not getting any benefits or incentives for staying with your service. It would be nice to see some loyalty rewards.",1
5642-MHDQT,I don't understand why my monthly charges are this high when I only have phone service. Can you please provide a detailed breakdown of my bill?,2
9921-QFQUL,The streaming movies service constantly buffers and takes too long to load. It's frustrating to pay for a premium internet service and still experience such poor performance.,1
8735-DCXNF,"Despite having tech support and online security, my internet connection has been dropping frequently over the past month, which is frustrating as I rely on it for work. I need this issue resolved immediately.",1
6711-FLDFB,The internet speed is extremely slow despite being on fiber optic. This has made it almost impossible to use the service for basic tasks like browsing or video calls.,1
6711-FLDFB,"Every time I try to reach customer service to address the internet issues, the wait times are unreasonably long, and I rarely get a helpful response.",2
6711-FLDFB,I'm unhappy with the lack of tech support options available to help me resolve issues with my connection. It's frustrating to feel like there's no assistance when I need it.,3
6711-FLDFB,"The monthly charges are too high for the level of service I'm receiving. I feel like I'm paying for features I don't use, and the value just isn't there.",4
8835-VSDSE,"The internet speed with the fiber optic service has been inconsistent and much slower than expected, which is very frustrating as I rely on it for daily tasks.",1
8835-VSDSE,"I've faced frequent disruptions with my internet connection, and despite contacting customer support, the issue has not been resolved.",2
8835-VSDSE,The customer service team has been unhelpful and unresponsive when I reached out to report recurring connectivity issues.,3
8835-VSDSE,"I was charged the full amount this month even though the internet service was unreliable for several days, and I believe I deserve a partial refund.",4
8835-VSDSE,"The lack of included services like online security, backup, and tech support for the high monthly charges makes the plan feel overpriced and not worth continuing.",5
0397-GZBBC,"The internet service is extremely unreliable, and the streaming services constantly buffer or disconnect, making it impossible to enjoy TV or movies.",1
0397-GZBBC,"I contacted customer support about the poor internet and streaming performance, but they were unhelpful and did not provide any solutions.",2
0397-GZBBC,"Despite the ongoing issues, my monthly charges remain high, and I feel like I'm not getting value for the amount I'm paying.",3
6892-XPFPU,"The internet service is extremely unreliable, especially for the high price I’m paying each month. Streaming TV and movies constantly buffer, and this has been a persistent issue despite my attempts to resolve it with customer support.",1
6603-QWSPR,"The monthly charges for my services are incredibly high, especially considering I don't even have Online Security. I feel like I'm not getting enough value for the amount I'm paying.",1
1977-STDKI,"The internet speeds with the fiber optic service have been extremely disappointing. Pages take forever to load, and streaming anything is impossible.",1
1977-STDKI,"I tried reaching out to your customer support about the slow internet, but I couldn't get any helpful assistance. The representative seemed uninterested in resolving my issue.",2
1977-STDKI,"Despite my issues, my monthly bill of $73 feels excessive for the limited services I'm receiving. I don't feel like I'm getting my money's worth.",3
3173-NVMPX,"The internet speed has been much slower than expected for a DSL connection, making it difficult to complete online tasks efficiently. This has been a recurring issue that needs urgent resolution.",1
3173-NVMPX,"I signed up for Online Backup, but I have concerns about its reliability. Some of my files seem to be missing or not properly backed up.",2
3173-NVMPX,"Whenever I try reaching out for assistance with my internet or backup issues, the lack of Tech Support as part of my service package has left me feeling stranded.",3
3173-NVMPX,"Considering the monthly charges I am paying, I feel the value of the services provided is not up to the mark. I would appreciate better service or a reduction in charges.",4
4355-HBJHH,"The streaming services for TV and movies frequently buffer and crash, making it impossible to enjoy content. Despite having a stable internet connection, this issue has persisted for months.",1
4355-HBJHH,"I have been charged a high monthly fee of $79.70, but the quality of service, particularly the streaming and internet speed, does not match the cost. It feels like I am overpaying for subpar services.",2
4355-HBJHH,"I contacted customer support about the streaming issues, but they were unhelpful and did not provide a resolution. I feel frustrated with the lack of assistance.",3
4355-HBJHH,"The payment system using electronic checks has caused delays and errors in processing my payments, leading to unnecessary stress and confusion. This needs to be addressed immediately.",4
4765-OXPPD,"The DSL internet service has been extremely slow and inconsistent, making it difficult to complete important tasks for my family. Despite having OnlineSecurity and TechSupport, I haven't seen any improvements.",1
4765-OXPPD,"I have repeatedly contacted customer service about the internet issues, but the responses have been unhelpful and no lasting solution has been provided.",2
4765-OXPPD,The monthly charges of $65.00 feel excessive considering the poor quality of the internet service and lack of resolution to my complaints.,3
7851-WZEKY,"The streaming services for TV and movies often buffer or freeze during playback, which ruins my viewing experience. I've already tried troubleshooting on my end, but the issue persists.",1
7851-WZEKY,"The internet speed is not as advertised for fiber optic service. I'm paying for high-speed internet but still experience frequent lags, which affects both my streaming and general browsing.",2
7851-WZEKY,"I contacted customer support about these issues, but they were unhelpful and did not provide any resolution. This lack of service is unacceptable.",3
9330-IJWIO,"The streaming services I signed up for frequently buffer or don’t load at all, even though I’m paying a premium price for fiber optic internet. This has been a persistent issue, and I’m extremely frustrated with the lack of resolution.",1
7734-DBOAI,"The streaming TV service I signed up for has been buffering and freezing constantly, making it impossible to enjoy any shows. This has been very frustrating, especially since I specifically chose this service to relax with my family.",1
0526-SXDJP,"I have been a loyal customer for six years, but I feel like I'm not receiving any rewards or benefits for my long-term commitment. It would be great if you offered loyalty discounts or perks.",1
0526-SXDJP,"There have been frequent slowdowns in my DSL internet connection, especially during peak hours, which disrupts my work and browsing.",2
0526-SXDJP,"I pay for multiple protection services, but I recently had a security issue that wasn't resolved properly. This makes me question the reliability of these services.",3
0526-SXDJP,"I don’t use streaming services, yet my monthly charges seem quite high compared to what I actually use. Please review my billing and let me know why this is the case.",4
1173-NOEYG,"The internet service has been inconsistent lately, with frequent interruptions during the day, which is frustrating given the high cost of Fiber optic.",1
1173-NOEYG,"I rely on streaming movies, but the buffering and lag have made it nearly impossible to enjoy. This issue has persisted even with device protection enabled.",2
1173-NOEYG,"Despite being a long-time customer, I feel like I'm not receiving sufficient support to address these recurring issues, especially since I don't have access to tech support.",3
8166-ZZTFS,"I am extremely disappointed with the lack of technical support provided, especially after being a loyal customer for over five years. Despite paying a high monthly charge, I had to deal with unresolved issues with my streaming services and internet connection, which ultimately forced me to cancel my contract.",1
4929-XIHVW,"The streaming services I signed up for, including TV and movies, frequently buffer or fail to load altogether. For the high monthly charges I'm paying, I expect a much better experience. Please resolve this issue as soon as possible.",1
2446-ZKVAF,"The internet speed with my DSL service has been very slow lately, making it difficult to complete even basic online tasks. I'd like this issue to be resolved as soon as possible.",1
2446-ZKVAF,"I have noticed that my online backup service is not functioning properly. Files are not being backed up as expected, and I need assistance getting this fixed.",2
2446-ZKVAF,"Despite reaching out about slow internet speeds, the issue remains unresolved, and I haven't received any updates. The lack of communication is frustrating.",3
2403-BCASL,"The internet service has been extremely unreliable despite paying a premium for fiber optic. Frequent outages and slow speeds have disrupted my work and entertainment, and I feel like I'm not getting the service I'm paying for.",1
7330-WZLNC,"The streaming TV service constantly buffers and interrupts my viewing experience, making it impossible to watch anything without frustration. Despite paying a high monthly charge, the issue has not been resolved.",1
8513-OLYGY,"The streaming services are frequently buffering, even though I’m paying for fiber optic internet. This is extremely frustrating when trying to watch TV or movies.",1
8513-OLYGY,The monthly charges seem excessively high compared to what other providers offer for similar services. I’d like a review of my billing to ensure I’m not being overcharged.,2
3766-EJLFL,"My monthly bill has been consistently high at $109.05, and I feel like I'm not getting enough value for the services provided. I would like to discuss options for reducing my bill.",1
3766-EJLFL,"The streaming services frequently buffer or freeze, especially during peak hours, which is very frustrating for my family when trying to watch TV or movies.",2
3766-EJLFL,"Despite having tech support included in my plan, it often takes a long time to get a response or resolution when I reach out for help with service issues.",3
4713-LZDRV,"The streaming service for movies keeps buffering and is almost unwatchable. I am paying a premium price, and I expect better performance.",1
4713-LZDRV,"When I tried to contact customer support about the streaming issues, I was unable to get through or receive any meaningful assistance. This has been extremely frustrating.",2
4713-LZDRV,I noticed that my bill seems unusually high considering the limited services I use. Can you please provide a detailed explanation or review these charges?,3
9158-VCTQB,"My monthly bill has been increasing significantly without any clear explanation. Despite being a loyal customer for over three years, I feel like I am being overcharged for services. I would like a detailed breakdown of my charges and an explanation for the high costs.",1
8058-INTPH,"The streaming TV service is constantly buffering and the quality is poor. I expected better performance, especially for the price I'm paying.",1
8058-INTPH,"I reached out to customer support about the streaming issues, but I didn’t receive any helpful assistance. The representative seemed uninterested in resolving my problem.",2
8058-INTPH,"I feel the monthly charges are too high for the limited services I’m receiving, especially since most of the add-ons like online security and tech support aren’t included.",3
1834-ABKHQ,"I've been a loyal customer for over four years, but I'm frustrated that I don't have access to better internet security options with my DSL service. It's concerning that my online activity isn't adequately protected, and I'd like to know if there are plans to offer more robust security features.",1
8063-RJYNF,"The streaming services for TV and movies are constantly buffering despite having fiber optic internet, which I expected to be fast and reliable. It’s frustrating to pay such a high monthly charge for subpar performance.",1
9415-ZNBSX,"I’ve been a loyal customer for nearly six years, but lately, the streaming services I’m paying for have been buffering constantly, making it impossible to enjoy movies or TV shows.",1
9415-ZNBSX,"Despite having all the security and protection services enabled, I keep receiving phishing emails and suspicious pop-ups. I expected better security for the premium I'm paying.",2
9415-ZNBSX,"The automatic bank transfer process for my bill payments has had errors twice now, leading to late fees and unnecessary stress. This needs to be resolved immediately.",3
6689-KXGBO,"The internet speed has been extremely slow since I signed up, and it’s making it difficult to complete even basic tasks online. It doesn’t feel like I’m getting the service I’m paying for.",1
6689-KXGBO,"I tried reaching out to customer support multiple times about the internet issues, but I either couldn’t get through or wasn’t provided with any helpful solutions.",2
6689-KXGBO,I’m frustrated that I was required to pay the full amount for the first month despite the poor service and lack of resolution. I would like a refund or adjustment to my charges.,3
0823-HSCDJ,"The streaming services I signed up for, including TV and movies, frequently buffer and sometimes fail to load altogether. This has been a consistent issue despite being a long-time customer.",1
0823-HSCDJ,"I have no online security included with my internet service, which makes me feel vulnerable to potential cyber threats. I expected better protection from your company.",2
0823-HSCDJ,"The monthly charges for the service seem excessive, especially considering the performance issues I've been facing with streaming and the lack of additional features like tech support or device protection.",3
0823-HSCDJ,"Despite being a loyal customer for over four years, I feel like I haven’t been offered any incentives or benefits to stay, which is disappointing and one of the reasons I decided to leave.",4
3494-JCHRQ,"The internet service has been extremely unreliable since I signed up, with frequent outages and inconsistent speeds, making it impossible to use effectively.",1
3494-JCHRQ,"I contacted customer support about my internet issues, but they were unhelpful and failed to resolve the problem, leaving me frustrated.",2
3494-JCHRQ,"The monthly charge is too high for the limited services I receive, especially considering that I don't even have access to features like online security or backup.",3
3877-JRJIP,"The Streaming TV service is constantly buffering and making it impossible to watch anything. This is extremely frustrating, especially since I'm paying for it.",1
3877-JRJIP,"I contacted customer support about the buffering issue, but I was told to troubleshoot it myself without receiving any real help. This lack of support is unacceptable.",2
6692-UDPJC,"The internet service has been extremely unreliable, with frequent outages and slow speeds, even though I’m paying a premium for fiber optic. This has been a recurring issue, and despite having tech support, no lasting solution has been provided.",1
4016-BJKTZ,"The internet service has been extremely unreliable with frequent outages, which is unacceptable for the high monthly charges I'm paying. Despite having tech support included, the resolution time for these issues has been very slow.",1
6615-ZGEDR,"I am frustrated that even though I only signed up for phone service, the call quality has been poor with frequent dropped calls and static. This is unacceptable, especially as a new customer.",1
7083-YNSKY,"I've been experiencing frequent disruptions with my phone service, including dropped calls and poor call quality. Despite paying for multiple lines, the service has not met my expectations. I would like this issue resolved immediately.",1
1320-HTRDR,My internet connection has been consistently slow and unreliable despite paying for a higher-speed Fiber optic service. This is unacceptable.,1
1320-HTRDR,"I have no access to any additional security features like OnlineSecurity, which makes me concerned about the safety of my connection. Why is this not offered or at least suggested as an option?",2
1320-HTRDR,"I have been unable to get any device protection or tech support, and whenever I try to contact support, I am either put on hold for a long time or receive no resolution.",3
1320-HTRDR,The monthly charges are too high for the basic services I am receiving. I feel like I am overpaying for what I get.,4
1320-HTRDR,"I am frustrated with the lack of effort to retain me as a customer, and this is why I decided to leave. No loyalty discounts or incentives were offered to address my concerns.",5
0628-CNQRM,"The internet speeds on my DSL connection have been consistently below what was promised, and this has made streaming TV nearly impossible without constant buffering. Despite paying a premium for additional services like tech support and device protection, I haven't seen any resolution to this issue.",1
5569-KGJHX,"The internet speeds with the fiber optic service have been consistently slower than advertised, making it difficult to use the service effectively.",1
5569-KGJHX,"The streaming TV service frequently buffers or disconnects, even though I am paying for high-speed internet.",2
5569-KGJHX,"I have contacted customer support multiple times about these issues, but I have not received any resolution or adequate assistance.",3
5569-KGJHX,My monthly charges feel excessively high given the poor quality of service I have been experiencing. I would like a review of my account and billing.,4
3164-AALRN,"The streaming services are constantly buffering, making it impossible to watch TV shows or movies smoothly. This has been a recurring issue despite my attempts to troubleshoot.",1
3164-AALRN,My internet speed is much slower than what was promised when I signed up for the DSL service. It's affecting my ability to use online services effectively.,2
3164-AALRN,"I tried to contact customer support about these issues, but I was put on hold for an extended period and never received proper assistance.",3
1383-EZRWL,"The phone service quality has been poor, with frequent call drops and static on the line. It has been frustrating to make uninterrupted calls.",1
1383-EZRWL,"I have been trying to get information about internet service options, but the customer service representatives have been unhelpful and unresponsive.",2
1383-EZRWL,"Despite my efforts to resolve these issues, there seems to be no improvement in service, which ultimately led to my decision to cancel.",3
3424-NMNBO,"The streaming services I subscribed to, including both TV and movies, often buffer or crash, making it impossible to enjoy any content. Despite paying a premium for fiber optic internet, the performance is not meeting expectations.",1
3424-NMNBO,"When I reached out for help regarding the streaming issues, I was told that tech support is not included in my plan. Given how long I've been a customer and the amount I pay monthly, this lack of support is unacceptable.",2
2070-FNEXE,"The internet service has been unreliable, with frequent outages and slow speeds. This has been extremely frustrating, especially since I rely on it for important tasks.",1
2070-FNEXE,"When I reached out to customer support for assistance with the internet issues, I was told there was nothing they could do immediately. The lack of timely support has been very disappointing.",2
4547-KQRTM,"The internet service has been extremely unreliable, with frequent outages and slow speeds, making it impossible to complete my work or stream content. This has been a recurring issue for months, and it remains unresolved despite my complaints.",1
4547-KQRTM,"The customer support team has been unhelpful in resolving my internet issues. Every time I contact them, I am either put on hold for too long or given generic advice that doesn't fix the problem.",2
2026-TGDHM,"The streaming movies service often buffers and crashes, making it impossible to enjoy a movie. Despite paying a high monthly fee, the service doesn't meet my expectations.",1
3398-FSHON,"The internet speed on my fiber optic connection has been extremely disappointing, especially when streaming TV. It's frustrating to pay such high monthly charges and not get the quality I expect.",1
3398-FSHON,"I contacted customer support about the slow internet issue, but they were unhelpful and didn't provide any meaningful solutions. I felt like my concerns were ignored.",2
3398-FSHON,"I find the monthly charges of $91.3 to be excessive, especially since I don't have Online Security or Tech Support. I don't feel like I'm getting value for the money I'm paying.",3
8182-PNAGI,"The tech support service I signed up for has been unhelpful in resolving my ongoing internet connectivity issues. Despite multiple calls, the problem persists, and I feel like I'm not getting the assistance I'm paying for.",1
0419-YAAPX,"The streaming TV service frequently buffers and the picture quality often drops during peak hours, which is very frustrating considering the high monthly charges I am paying.",1
0014-BMAQU,"The internet speed has been inconsistent lately, which is frustrating as I rely on a stable connection for work. Despite having Fiber optic service, the performance does not match my expectations.",1
0014-BMAQU,"I recently contacted tech support for assistance with the connectivity issues, but the response was delayed, and the resolution provided did not fully address the problem.",2
0014-BMAQU,"Given my long tenure as a customer, I feel disappointed that these recurring issues have not been resolved, especially considering the high monthly charges I am paying.",3
5256-SKJGO,"The streaming services I signed up for, including TV and movies, often buffer and take too long to load, which is very frustrating considering the length of time I've been a loyal customer.",1
6661-HBGWL,"The streaming services I’m paying for, both TV and movies, constantly buffer or fail to load. This has been an ongoing issue despite my high monthly charges, and it's unacceptable.",1
6661-HBGWL,"The internet speeds with Fiber Optic are not as fast as advertised. I frequently experience slowdowns, especially during peak hours, which is frustrating.",2
6661-HBGWL,I’ve been paying for tech support but have never been able to reach a representative when I need assistance. It feels like I’m paying for a service I can’t even use.,3
6661-HBGWL,"The customer service team has been unhelpful in resolving my ongoing issues with internet and streaming. Every time I call, I’m put on hold for extended periods with no resolution.",4
6661-HBGWL,"Despite being a loyal customer for 42 months, I feel like my concerns are not being prioritized. The lack of support and poor service quality have made me decide to leave.",5
8512-WIWYV,"I'm frustrated that I can't bundle internet services with my account, as it seems like a missed opportunity to improve my overall experience.",1
8512-WIWYV,"Despite being a loyal customer for over two years, I don't feel like I'm receiving any incentives or rewards for staying.",2
8512-WIWYV,The lack of a paperless billing option feels outdated and inconvenient in a time when most companies offer this feature.,3
8512-WIWYV,I feel that the monthly charges for just phone service are relatively high compared to what competitors offer with bundled packages.,4
8512-WIWYV,"I recently had difficulty reaching customer support for a question about my bill, and the process was unnecessarily time-consuming.",5
3005-NFMTA,"The streaming services I signed up for, like StreamingTV and StreamingMovies, keep buffering and have poor quality. It's frustrating to pay for something that doesn't work properly.",1
3005-NFMTA,"Even though I have OnlineSecurity, I recently experienced a security breach, and it seems like no proactive measures were taken to prevent it.",2
3005-NFMTA,"The Fiber optic internet is supposed to be fast, but I've been dealing with frequent outages, which disrupt my work and personal activities.",3
3005-NFMTA,"I tried to contact customer support about these issues, but there was no tech support available to assist me, and I was redirected multiple times without resolution.",4
3005-NFMTA,"Despite these ongoing problems, my monthly bill remains high at $98.8, and I feel like I'm not getting the value for the services I'm paying for.",5
1113-IUJYX,"The fiber optic internet service has been consistently unreliable, with frequent outages and slow speeds, making it difficult to stream TV and movies or work online effectively. Despite having tech support, the issue has not been resolved even after multiple calls.",1
0020-JDNXP,"The streaming services I signed up for frequently buffer or fail to load altogether, even though I have a stable DSL connection. This is frustrating, especially since I'm paying for these features. Please address this issue immediately.",1
6179-GJPSO,"The internet speed has been increasingly inconsistent, especially during peak hours. As someone who relies on Fiber Optic for uninterrupted connectivity, this is unacceptable.",1
6179-GJPSO,"I have been paying for Streaming TV and Streaming Movies, but the streaming services frequently buffer or fail to load altogether. This has ruined my viewing experience.",2
6179-GJPSO,"Despite having a tech support service included in my plan, I had to wait on hold for over an hour when I contacted support about my streaming issues. This level of service is frustrating.",3
6179-GJPSO,"My monthly charges are significantly high, and I don't feel I'm getting the value for what I'm paying. I would like to review my plan and see if there are better options.",4
6179-GJPSO,"I was not informed about any discounts or promotions available for long-term customers. After 43 months with your company, I expected to be rewarded for my loyalty, not ignored.",5
1143-NMNQJ,"The streaming movies service constantly buffers, making it impossible to watch anything smoothly. I expected better performance, especially given the high monthly charges.",1
1143-NMNQJ,"When I called customer service to report the streaming issue, I was put on hold for an unreasonable amount of time and never got a resolution. This level of service is unacceptable.",2
3915-ODIYG,"The streaming movies service frequently buffers and has poor video quality, making it frustrating to use despite paying for it.",1
3915-ODIYG,"The DSL internet speed is not consistent, especially during peak hours, which affects my ability to use the internet effectively.",2
3915-ODIYG,"I contacted customer support about the internet issues, but the response was unhelpful and did not resolve the problem.",3
3915-ODIYG,"I feel like I'm being overcharged for the services provided, especially since I barely use some of them like the phone service.",4
3915-ODIYG,"The lack of device protection is concerning, and I would appreciate it if you could offer a more comprehensive package for long-term customers like me.",5
3378-AJRAO,"I've been experiencing frequent call drops and poor voice quality on my phone service. This has been very frustrating, especially during important conversations.",1
3378-AJRAO,"The multiple lines service I signed up for is not functioning as expected. Sometimes, one of the lines becomes inaccessible, and I depend on both lines for my family's needs.",2
3378-AJRAO,"I find it inconvenient that my billing is not paperless, and the mailed bills often arrive late or get misplaced. I would like to switch to paperless billing, but I haven't received proper assistance to do so.",3
3378-AJRAO,The customer service team has been unresponsive when I tried to report my phone service issues. I had to wait on hold for an unreasonable amount of time without resolution.,4
3378-AJRAO,"Despite being a long-term customer, I feel that there are no loyalty rewards or better offers provided to me. I would like to know why newer customers seem to get better deals.",5
5494-HECPR,"The streaming TV service is constantly buffering and sometimes disconnects altogether. This has made it impossible to enjoy any content, and it's very frustrating.",1
5494-HECPR,"The internet connection is unstable, with frequent slowdowns and outages. This is not acceptable given the high cost of the service.",2
5494-HECPR,"I contacted customer support about my issues, but I was placed on hold for an extended period and did not receive any resolution to my complaints.",3
5494-HECPR,The monthly charges are too high for the quality of service I am receiving. I feel like I am not getting my money's worth.,4
1304-NECVQ,"The internet service is too expensive for the quality provided. Despite paying a high monthly fee, I haven't received any assistance with security features or support when I've needed help.",1
4909-JOUPP,The internet speed has been consistently slow despite paying for fiber optic service. This is unacceptable for the high monthly charges I am paying. Please address this issue immediately.,1
0930-EHUZA,I've been experiencing repeated interruptions with my Streaming TV service despite having a stable internet connection. This is very frustrating when trying to watch shows.,1
